Customer_ID,First_Name,Last_Name,Email,Phone_Number,Address,City,Country,Loyalty_Points,Account_Creation_Date,Customer_Type
CUST154,Jessica,Johnson,stephenschristopher@yahoo.com,360-911-8170x5393,"3895 Ortiz Roads Apt. 130
Port Derek, SC 57033",Williamsonmouth,Honduras,81,2021-01-20,Retail
CUST155,David,Flores,elizabethjones@mendoza-stephens.com,9402648011,"USS Gould
FPO AE 87062",West Carlberg,Uruguay,118,2023-11-18,Wholesale
CUST156,Dillon,Russell,adamthornton@roberts-andrews.com,+1-382-207-0696x1746,"5087 Chandler Spurs Apt. 526
North Samanthaberg, PA 51899",Lisaberg,Liberia,925,2022-07-01,Retail
CUST157,Eric,Smith,yvargas@yahoo.com,001-072-341-1079x2199,"9927 Huff Alley
Collinsville, NJ 84302",Anthonyport,Mexico,563,2022-05-20,Wholesale
CUST158,Kayla,Perez,robert77@chung.info,803.762.4428x1805,"555 Lopez Key
Marksview, VT 05114",Kellyport,Andorra,306,2024-10-31,Retail
CUST159,Angela,Irwin,judybryant@meza.com,236-388-3827,"85555 Kyle Vista Suite 044
Wallaceburgh, ND 51777",Stephanieville,Palestinian Territory,826,2021-01-11,Retail
CUST160,Kristin,Jackson,sharonsmith@johnson.org,638-311-3886,"4211 Madeline Viaduct Suite 209
South Carmen, TX 34430",Lake David,Brazil,522,2022-09-28,Retail
CUST161,Debra,Parker,hsmith@yahoo.com,+1-186-113-0333,"929 James Centers Suite 970
New Larry, OR 12496",Lindaton,Jersey,57,2024-06-25,Wholesale
CUST162,Dylan,Shaw,ehicks@michael-anderson.net,403-848-0075,"69231 Paula Turnpike
West Louis, CO 84484",Jocelynside,Japan,660,2020-02-01,Wholesale
CUST163,Sara,Flores,dananichols@hotmail.com,001-120-488-4581x2480,"91594 David Point Apt. 949
Brookeland, CT 63595",North Jennifer,Dominican Republic,139,2021-05-10,Retail
CUST164,Rhonda,Espinoza,kmartin@gmail.com,136-001-5510,"083 Tammy Shoals
North Elizabeth, MD 30967",Alexanderburgh,Thailand,606,2024-08-27,Wholesale
CUST165,Gary,Richardson,tina34@haas-thompson.com,152.085.1563x41857,"19706 Carpenter Village Suite 327
South Katherine, KS 52206",North Lori,Comoros,610,2024-10-03,Retail
CUST166,Lynn,Rose,barryjason@hotmail.com,001-069-632-9593,"USCGC Williams
FPO AE 44493",Johnsonmouth,New Zealand,458,2022-10-29,Retail
CUST167,Michael,Roberts,jerry05@taylor.com,(515)779-7858x29108,"31175 Williams Expressway Suite 065
Maryhaven, NC 50877",West Billy,Puerto Rico,472,2021-01-19,Retail
CUST168,Kara,Griffin,elowery@hotmail.com,310.088.5125,"21042 Leah Trafficway Suite 746
Carrshire, NJ 19053",Pruittborough,South Georgia and the South Sandwich Islands,433,2022-01-25,Retail
CUST169,Kristen,Jones,yherrera@yahoo.com,248.840.8720x58271,"76137 Thomas Unions Suite 730
Nicoleshire, PA 64530",New Corey,Denmark,738,2022-09-29,Retail
CUST170,Terri,Pollard,miguel66@hotmail.com,+1-056-735-9531x506,"98902 Mercado Causeway Apt. 205
New Tylermouth, CT 23446",North Eric,Lithuania,748,2021-08-19,Retail
CUST171,Jessica,Foster,rluna@hotmail.com,165.408.7707,"14487 Carroll Fords Suite 204
Michaelmouth, WI 44657",East Markberg,Panama,460,2022-11-07,Wholesale
CUST172,Brandon,Davila,thompsonjennifer@yahoo.com,632.218.7353x96608,"786 Lauren Place Suite 343
East Angelica, OH 38725",Amandatown,Somalia,256,2023-09-22,Retail
CUST173,Joseph,Pineda,keith10@yahoo.com,001-492-263-1369,"9082 Schultz Streets
Tammyside, KS 55615",Halebury,South Georgia and the South Sandwich Islands,643,2023-09-26,Wholesale
CUST174,Jessica,Spencer,whoward@johnson.com,(530)196-2746,"USCGC Davis
FPO AE 19269",Lake Brianmouth,Georgia,25,2021-12-14,Wholesale
CUST175,Harold,Jimenez,benjamincoleman@yahoo.com,001-092-490-6978x5616,"9314 Robinson Meadows
Amymouth, CA 56901",South Michael,Indonesia,694,2020-10-12,Retail
CUST176,Janet,Nelson,kim20@hotmail.com,7528759419,"307 Timothy Point Suite 572
Jorgemouth, NV 11498",Maryfort,Liberia,459,2022-05-02,Retail
CUST177,Timothy,Smith,ballen@yahoo.com,(246)501-2852x51434,"1004 James Heights
East Brendanview, WI 87826",Port Gregory,Honduras,691,2021-10-21,Retail
CUST178,Amber,Jenkins,houstonmakayla@hotmail.com,(683)910-0406x6563,"87551 Archer Valley
Kennethton, LA 72951",West Dawnstad,Eritrea,856,2019-12-10,Wholesale
CUST179,Charlene,West,lindsaypalmer@krause-gray.com,969.683.9684x5182,"Unit 5384 Box 0850
DPO AA 74122",Chaseborough,Colombia,900,2023-02-04,Retail
CUST180,Kathleen,Blake,kevin28@pearson.com,0861020636,"211 Mason Point
Davidhaven, NM 70293",Devinbury,Denmark,45,2020-06-04,Wholesale
CUST181,Melissa,Joseph,jamie47@gmail.com,+1-100-133-4708x1445,"USNV Schmitt
FPO AA 22521",Port Amyfurt,Malawi,385,2023-10-15,Retail
CUST182,Dana,Lang,phillipschristine@gmail.com,(913)604-4636x95453,"890 Brooks Crossing Apt. 242
Andersenville, AK 73130",Changberg,Eritrea,322,2024-05-04,Retail
CUST183,Joseph,Brown,qhardin@hotmail.com,860.129.1814,"919 Peterson Stravenue
Mcculloughfort, SD 36323",North Keithside,French Guiana,639,2021-03-14,Wholesale
CUST184,Tamara,Moran,dawnsantiago@hotmail.com,877-859-1162x93030,"634 Morales Unions Apt. 379
Michelleborough, TX 39943",Kevinville,Indonesia,362,2023-02-24,Retail
CUST185,Johnny,Grant,danielhess@gmail.com,8688862378,"48041 Melissa Village
Foxbury, MI 29331",Johnsonport,Cambodia,583,2020-04-21,Retail
CUST186,Michael,Garcia,rwilkins@mitchell-carter.net,001-378-910-9550x91514,"5440 Cole Stravenue
Nicholasbury, IA 47960",Lisaland,Vietnam,720,2024-03-30,Retail
CUST187,Brian,Wagner,kruegerdavid@gmail.com,(701)171-9703x5471,"PSC 7004, Box 5582
APO AE 67418",Amymouth,Liberia,683,2020-12-14,Wholesale
CUST188,Kenneth,Maldonado,michaelgonzalez@hotmail.com,186-513-5931,"18317 Brianna Island
Williamschester, KY 72353",West Penny,Peru,889,2024-04-21,Retail
CUST189,Steven,Giles,andrea84@golden.info,104.048.5967x863,"575 Christina Track
Brownland, PA 46823",New Gabrielview,Ukraine,70,2022-06-26,Retail
CUST190,Aaron,Matthews,derek03@jones-day.org,592.687.8377,"8127 Beverly Vista Suite 000
Lucasshire, KY 24313",East Josephchester,Mauritania,420,2022-07-17,Retail
CUST191,Claudia,Lambert,christopheranderson@walton-mcpherson.com,+1-807-188-5998x5381,"9526 Knox Streets Apt. 634
Mendezburgh, MO 54787",New Michaelview,Austria,9,2021-08-29,Retail
CUST192,Autumn,Gardner,ffrench@stephens.net,001-889-111-0033x20366,"43632 Cantu Oval
West Samanthafurt, SD 70349",Amandastad,Lebanon,323,2020-03-21,Wholesale
CUST193,Joseph,Brown,zmiller@hotmail.com,(761)872-9431x0049,"PSC 6056, Box 6834
APO AE 68808",East Christopherville,Malaysia,132,2020-04-15,Wholesale
CUST194,Joseph,Sandoval,nicholas69@gmail.com,001-083-485-1208x1641,"3230 Freeman Circles
East Christopherville, AK 12679",Martinbury,British Virgin Islands,825,2024-05-17,Retail
CUST195,Felicia,Alvarado,jeffrey17@meadows.com,954.083.1796,"42042 Hanson Lights
East Leemouth, CA 28346",Homouth,France,72,2020-02-14,Wholesale
CUST196,Rachel,May,nwallace@yahoo.com,660-796-7044x51317,"98896 Kari Crest Suite 388
Williamsville, NY 52869",Lopezton,Bhutan,924,2021-12-19,Retail
CUST197,Jacob,Valentine,alexis50@gmail.com,442-349-4322x51647,"4990 Miles Square
Teresastad, MS 94529",Pachecofort,Central African Republic,771,2021-09-20,Retail
CUST198,James,Trevino,brenda50@aguirre.net,+1-468-153-8860,"1926 Shaw Harbor
South April, AL 07165",West Michael,Congo,826,2024-09-22,Wholesale
CUST199,Erica,Holmes,claudia80@gmail.com,+1-728-598-0187x5997,"PSC 3636, Box 4198
APO AE 81620",Josephland,Tanzania,932,2020-05-07,Wholesale
CUST200,John,Anthony,chaney@hotmail.com,001-023-019-8666x7547,"Unit 7791 Box 6278
DPO AA 42391",Port Michaelside,Saint Helena,539,2020-09-26,Retail
